shop_id,item_id,date_block_num,month,year,month_sin,month_cos,global_mean,global_sum,global_pairs,item_mean,item_shops,shop_mean,shop_items,log_price_last,item_log_price_mean,price_gap_item,price_missing_last,cnt_lag_1,cnt_lag_2,cnt_lag_3,cnt_lag_4,cnt_lag_5,cnt_lag_6,cnt_lag_12,sum_3,mean_3,std_3,max_3,nz_3,sum_6,mean_6,std_6,max_6,nz_6,rate_6,mean_nonzero_6,interval_6,active_1,dead_6,recency,trend_1_3,trend_1_12,ratio_1_12,sold_cum_lag1,log_sales_cum_lag1,never_sold_before
2,31,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.2857143,14.0,1.6295455,440.0,5.9914646,5.9550967,0.036367893,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333334,0.47140452,1.0,1,1.0,0.16666667,0.372678,1.0,1,0.16666667,0.99999905,5.9999943,1,0,1,1.0,1.0,1e+06,5,2.1972246,0
2,486,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,4.1923075,26.0,1.6295455,440.0,5.7071104,5.6843643,0.022746086,0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,1.3333334,1.2472191,3.0,2,6.0,1.0,1.1547005,3.0,1,0.16666667,5.9999943,5.9999943,1,0,1,3.0,1.0,1.4999993,9,2.8332133,0
2,787,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,2.25,12.0,1.6295455,440.0,6.042633,6.042633,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333334,0.47140452,1.0,1,1.0,0.16666667,0.372678,1.0,1,0.16666667,0.99999905,5.9999943,1,0,1,1.0,1.0,1e+06,2,1.0986123,0
2,794,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,2.0,3.0,1.6295455,440.0,8.101981,8.101981,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333334,0.47140452,1.0,1,1.0,0.16666667,0.372678,1.0,1,0.16666667,0.99999905,5.9999943,1,0,1,1.0,1.0,1e+06,1,0.6931472,0
2,968,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.1111112,9.0,1.6295455,440.0,4.0775375,4.0775375,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333334,0.47140452,1.0,1,1.0,0.16666667,0.372678,1.0,1,0.16666667,0.99999905,5.9999943,1,0,1,1.0,1.0,1e+06,1,0.6931472,0
2,988,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.9411764,17.0,1.6295455,440.0,5.2983174,5.2793145,0.019002914,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333334,0.47140452,1.0,1,1.0,0.16666667,0.372678,1.0,1,0.16666667,0.99999905,5.9999943,1,0,1,1.0,1.0,1e+06,1,0.6931472,0
2,1075,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.0,8.0,1.6295455,440.0,5.1357985,5.1357985,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.33333334,0.47140452,1.0,1,2.0,0.33333334,0.47140452,1.0,1,0.16666667,1.9999981,5.9999943,1,0,1,1.0,1.0,1e+06,4,1.9459101,0
2,1121,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,3.7878788,33.0,1.6295455,440.0,5.857933,5.8467016,0.011231422,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333334,0.47140452,1.0,1,1.0,0.16666667,0.372678,1.0,1,0.16666667,0.99999905,5.9999943,1,0,1,1.0,1.0,1e+06,1,0.6931472,0
2,1377,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.0,10.0,1.6295455,440.0,7.17012,7.17012,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333334,0.47140452,1.0,1,1.0,0.16666667,0.372678,1.0,1,0.16666667,0.99999905,5.9999943,1,0,1,1.0,1.0,1e+06,3,1.3862944,0
2,1387,34,10,2,-0.8660254,0.5,1.9530938,61583.0,31531.0,1.0,5.0,1.6295455,440.0,5.7004437,5.8833222,-0.1828785,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333334,0.47140452,1.0,1,1.0,0.16666667,0.372678,1.0,1,0.16666667,0.99999905,5.9999943,1,0,1,1.0,1.0,1e+06,3,2.3978953,0
